input,cost_optsol,output_optsol,runtime_optsol
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",7,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (4, 1)]', '[(4, 3), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(2, 4), (2, 1), (3, 4)]', '[(1, 3), (4, 2)]']",8598.49417893
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(1, 2), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (1, 4), (3, 2)]', '[(2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(3, 2), (4, 2), (4, 3)]', '[(2, 3), (2, 1)]']",1018.73957784
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (1, 3), (4, 2), (4, 3)]', '[(3, 1), (2, 4), (2, 3), (2, 1)]', '[(3, 2)]']",150.85492225
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[4, 1, 2, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(1, 2), (4, 3), (4, 2), (2, 3), (1, 3)]', '[(3, 1), (4, 1), (4, 2), (4, 3)]', '[(3, 2), (1, 2), (1, 4)]', '[(2, 4), (2, 1)]']",205.45100791
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 3), (1, 3), (1, 2), (4, 3), (4, 1), (4, 2)]', '[(4, 2), (1, 2), (1, 3), (1, 4)]', '[(2, 4), (3, 4), (1, 4)]', '[(3, 1), (4, 1)]']",403.03213722
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(2, 3), (2, 4), (3, 4), (1, 4)]', '[(4, 2)]']",630.56171357
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(3, 2), (1, 2), (1, 3), (1, 4)]', '[(3, 1), (2, 4), (3, 4), (1, 4)]', '[(4, 1)]']",149.7079645
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]",6,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(2, 3), (2, 4), (3, 4), (1, 4)]', '[(2, 3), (1, 3), (2, 1), (4, 3)]', '[(3, 1), (3, 2), (2, 1), (3, 4)]', '[(1, 2), (4, 2)]']",1167.38009418
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (2, 3)]', '[(2, 4), (3, 4), (1, 4), (3, 2)]', '[(3, 1), (3, 2), (4, 2)]', '[(1, 3), (4, 3)]']",187.52363311
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]",7,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(1, 2), (4, 1), (4, 2), (4, 3)]', '[(3, 2), (3, 4), (4, 2)]', '[(2, 4), (1, 4)]']",42200.63312046
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(4, 2), (1, 2), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (1, 4)]', '[(2, 3), (4, 1), (4, 3)]', '[(3, 1), (3, 2), (4, 1)]']",562.68202323
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]",5,"['[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (1, 4), (3, 2)]', '[(3, 2), (1, 2), (1, 3), (4, 2)]', '[(3, 1), (4, 1), (3, 4)]', '[(2, 3), (4, 3)]']",846.89693381
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 4), (1, 3), (3, 4), (1, 4)]', '[(2, 3), (1, 3), (4, 2), (4, 3)]', '[(2, 3), (2, 4), (4, 1), (2, 1)]', '[(3, 2), (4, 2)]']",1549.69091995
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(1, 4), (1, 2), (4, 2)]', '[(3, 1), (2, 1), (3, 4)]', '[(4, 1), (4, 3)]']",220.26441644
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 4), (2, 1), (3, 1), (2, 3), (4, 1)]', '[(3, 1), (2, 4), (3, 4), (1, 4)]', '[(3, 1), (3, 2), (4, 2)]', '[(2, 3), (1, 3)]']",286.17672511
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]",5,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(1, 2), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(3, 1), (3, 2), (2, 1), (3, 4)]', '[(1, 2), (1, 4)]', '[(2, 3), (4, 3)]']",362.07871905
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(2, 3), (1, 3), (4, 2), (4, 3)]', '[(3, 4)]']",811.30743779
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(1, 2), (4, 3), (4, 2), (3, 2), (4, 1)]', '[(4, 1), (2, 1), (4, 3)]', '[(1, 2), (1, 3), (1, 4)]', '[(2, 4), (3, 4)]']",192.21745014
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]",5,"['[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (4, 1)]', '[(2, 3), (4, 1), (4, 2), (4, 3)]', '[(3, 1), (2, 1), (3, 4)]', '[(1, 3), (1, 4)]']",662.80049666
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",4,"['[(2, 4), (1, 2), (3, 4), (1, 4), (1, 3)]', '[(1, 2), (4, 3), (4, 2), (2, 3), (1, 3)]', '[(3, 2), (1, 2), (3, 4), (4, 2)]', '[(2, 1)]']",195.5563511
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (3, 4), (1, 4)]', '[(3, 1), (2, 4), (3, 4), (3, 2)]', '[(3, 2), (1, 2), (4, 2)]', '[(4, 1), (4, 3)]']",209.01021392
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (1, 3)]', '[(3, 1), (2, 4), (2, 1), (3, 4)]', '[(4, 2)]']",177.54280613
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(1, 3), (3, 4), (1, 4)]', '[(3, 1), (2, 4)]', '[(4, 1), (4, 2)]']",170.71305686
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (1, 3)]', '[(1, 2), (4, 1), (4, 3), (4, 2), (1, 3)]', '[(2, 4), (3, 4), (1, 4)]', '[(3, 1), (4, 1)]']",352.3494181
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 4), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (2, 3)]', '[(1, 2), (1, 3), (3, 4), (1, 4)]', '[(1, 3), (4, 1), (4, 3)]', '[(3, 1), (3, 2)]']",789.05460999
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]",6,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(1, 3), (4, 1), (4, 2), (4, 3)]', '[(3, 1), (3, 2), (1, 2)]', '[(2, 3), (2, 4)]']",1182.8319576
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(1, 2), (3, 4), (1, 4), (3, 2), (1, 3)]', '[(2, 4), (1, 4), (2, 1), (3, 4)]', '[(3, 2), (4, 1)]', '[(2, 3), (4, 3)]']",90.69846626
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(1, 2), (4, 1), (4, 3), (4, 2), (1, 3)]', '[(3, 2), (1, 2), (3, 4), (1, 4)]', '[(2, 3), (1, 4)]', '[(3, 1), (4, 1)]']",398.41038311
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(3, 1), (4, 1), (4, 2), (4, 3)]', '[(2, 3), (1, 3)]', '[(3, 1), (3, 4)]']",350.81245697
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(1, 2), (3, 4), (1, 4), (3, 2), (1, 3)]', '[(2, 3), (1, 3), (1, 4)]', '[(3, 1), (2, 4), (2, 1)]', '[(4, 1), (4, 2)]']",391.06958325
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]",4,"['[(3, 4), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(1, 2), (1, 3), (4, 3)]', '[(3, 2), (3, 4), (1, 4)]', '[(2, 3), (2, 1)]']",406.31466703
"[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(1, 2), (1, 3), (4, 2)]', '[(3, 1), (4, 1), (4, 2)]', '[(2, 4), (2, 1)]']",381.42889617
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",3,"['[(1, 2), (4, 3), (1, 4), (4, 2), (1, 3)]', '[(1, 2), (3, 4)]', '[(2, 1)]']",338.51445103
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]",4,"['[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (2, 3)]', '[(2, 3), (2, 1), (4, 3)]', '[(1, 2)]']",385.06871654
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(2, 3), (2, 4), (1, 3), (4, 3)]', '[(4, 1), (2, 1), (4, 2), (4, 3)]', '[(3, 2), (1, 2), (4, 2)]', '[(2, 4), (3, 4)]']",407.82588397
